0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'id': '61edb4041e79040001d84030', 'symbol': 'XBTUSDTM', 'autoDeposit': False, 'maintMarginReq': 0.005, 'riskLimit': 500000, 'realLeverage': 29.85, 'crossMode': False, 'delevPercentage': 0.0, 'openingTimestamp': 1643886001938, 'currentTimestamp': 1643886011735, 'currentQty': 140, 'currentCost': 5091.94, 'currentComm': 3.055164, 'unrealisedCost': 5091.94, 'realisedGrossCost': 0.0, 'realisedCost': 3.055164, 'isOpen': True, 'markPrice': 36376.89, 'markValue': 5092.7646, 'posCost': 5091.94, 'posCross': 0.0, 'posInit': 169.73133316, 'posComm': 3.1570028, 'posLoss': 0.0, 'posMargin': 172.88833596, 'posMaint': 28.6167028, 'maintMargin': 173.71293596, 'realisedGrossPnl': 0.0, 'realisedPnl': -3.055164, 'unrealisedPnl': 0.8246, 'unrealisedPnlPcnt': 0.0002, 'unrealisedRoePcnt': 0.0049, 'avgEntryPrice': 36371.0, 'liquidationPrice': 35341.0, 'bankruptPrice': 35158.0, 'settleCurrency': 'USDT', 'isInverse': False, 'maintainMargin': 0.005}",BTC/USDT:USDT,1643886011735.0,,169.73133316,0.033333333299292604,28.6167028,0.005,36371.0,5091.94,29.85,0.8246,140.0,0.001,,35341.0,36376.89,173.71293596,isolated,buy,0.004858266206055645
