t,o,h,l,c,v
1641736800000,41473.0,41661.0,41473.0,41637.0,191623
1641737700000,41636.0,41693.0,41559.0,41597.0,70788
1641738600000,41596.0,41735.0,41573.0,41722.0,105890
1641739500000,41722.0,41725.0,41533.0,41539.0,102127
1641740400000,41539.0,41600.0,41418.0,41445.0,172696
1641741300000,41445.0,41545.0,41179.0,41495.0,647861
1641742200000,41495.0,41670.0,41483.0,41524.0,276114
1641743100000,41523.0,41636.0,41470.0,41620.0,202778
1641744000000,41620.0,41672.0,41554.0,41554.0,179753
1641744900000,41554.0,41762.0,41550.0,41730.0,208638
1641745800000,41731.0,41843.0,41721.0,41756.0,222670
1641746700000,41757.0,42131.0,41747.0,42124.0,727816
1641747600000,42125.0,42180.0,41943.0,41964.0,518771
1641748500000,41965.0,42120.0,41964.0,42010.0,310198
1641749400000,42010.0,42105.0,41910.0,41946.0,258229
1641750300000,41944.0,42080.0,41862.0,42066.0,207692
1641751200000,42067.0,42111.0,42006.0,42013.0,214931
1641752100000,42012.0,42275.0,41991.0,42225.0,330759
1641753000000,42224.0,42237.0,42025.0,42051.0,260995
1641753900000,42051.0,42104.0,41873.0,41946.0,216470
1641754800000,41946.0,42100.0,41916.0,42064.0,148783
1641755700000,42064.0,42752.0,42025.0,42593.0,998579
1641756600000,42593.0,42728.0,42461.0,42493.0,586961
1641757500000,42493.0,42750.0,42460.0,42674.0,422907
1641758400000,42675.0,42780.0,42542.0,42584.0,496702
1641759300000,42585.0,42645.0,42460.0,42460.0,276758
1641760200000,42461.0,42494.0,42360.0,42360.0,297055
1641761100000,42360.0,42486.0,42340.0,42420.0,216587
1641762000000,42420.0,42524.0,42403.0,42425.0,211759
1641762900000,42425.0,42496.0,42370.0,42392.0,211268
1641763800000,42391.0,42397.0,42315.0,42315.0,153101
1641764700000,42316.0,42368.0,42272.0,42291.0,171293
1641765600000,42291.0,42443.0,42280.0,42442.0,172424
1641766500000,42442.0,42475.0,42400.0,42435.0,183215
1641767400000,42435.0,42435.0,42304.0,42385.0,93955
1641768300000,42385.0,42385.0,42071.0,42189.0,231308
1641769200000,42189.0,42267.0,41920.0,41969.0,575791
1641770100000,41969.0,41978.0,41756.0,41798.0,401202
1641771000000,41798.0,41913.0,41756.0,41910.0,264302
1641771900000,41911.0,41933.0,41815.0,41846.0,156215
1641772800000,41848.0,41971.0,41700.0,41931.0,452396
1641773700000,41931.0,42029.0,41868.0,41942.0,265913
1641774600000,41941.0,41942.0,41656.0,41692.0,245487
1641775500000,41693.0,41770.0,41600.0,41642.0,337644
1641776400000,41643.0,41778.0,41586.0,41722.0,236821
1641777300000,41714.0,41722.0,41645.0,41721.0,90023
1641778200000,41722.0,41802.0,41638.0,41651.0,132706
1641779100000,41650.0,41833.0,41650.0,41796.0,59662
1641780000000,41796.0,41833.0,41726.0,41752.0,120264
1641780900000,41753.0,41889.0,41703.0,41877.0,103726
1641781800000,41877.0,41950.0,41849.0,41929.0,177348
1641782700000,41929.0,41974.0,41903.0,41904.0,113232
1641783600000,41904.0,41904.0,41849.0,41885.0,142570
1641784500000,41885.0,41938.0,41842.0,41924.0,95418
1641785400000,41925.0,41958.0,41905.0,41921.0,66229
1641786300000,41922.0,41953.0,41885.0,41952.0,87577
1641787200000,41951.0,41975.0,41908.0,41975.0,48307
1641788100000,41976.0,42147.0,41975.0,42107.0,344766
1641789000000,42106.0,42183.0,42068.0,42068.0,168980
1641789900000,42068.0,42220.0,42068.0,42173.0,181493
1641790800000,42174.0,42196.0,42089.0,42092.0,150246
1641791700000,42093.0,42166.0,42085.0,42085.0,101435
1641792600000,42085.0,42085.0,41946.0,41950.0,131525
1641793500000,41949.0,42017.0,41949.0,42011.0,73633
1641794400000,42010.0,42011.0,41810.0,41869.0,194005
1641795300000,41868.0,41958.0,41820.0,41933.0,162215
1641796200000,41933.0,42034.0,41900.0,41900.0,165069
1641797100000,41901.0,41937.0,41892.0,41923.0,60356
1641798000000,41917.0,42130.0,41908.0,42051.0,228902
1641798900000,42052.0,42052.0,41886.0,42005.0,144624
1641799800000,42011.0,42040.0,41932.0,41937.0,67781
1641800700000,41937.0,42039.0,41904.0,42032.0,108290
1641801600000,42033.0,42094.0,41914.0,41914.0,154951
1641802500000,41915.0,41973.0,41814.0,41913.0,214313
1641803400000,41913.0,41913.0,41730.0,41748.0,239996
1641804300000,41747.0,41820.0,41704.0,41803.0,274277
1641805200000,41803.0,41830.0,41711.0,41782.0,285280
1641806100000,41782.0,41895.0,41781.0,41882.0,171431
1641807000000,41882.0,41903.0,41826.0,41843.0,158032
1641807900000,41842.0,41885.0,41780.0,41790.0,150919
1641808800000,41790.0,41890.0,41740.0,41890.0,233635
1641809700000,41889.0,41979.0,41855.0,41863.0,229283
1641810600000,41863.0,41949.0,41833.0,41861.0,200603
1641811500000,41856.0,41920.0,41762.0,41772.0,191579
1641812400000,41771.0,41783.0,41557.0,41634.0,498990
1641813300000,41633.0,41699.0,41509.0,41632.0,325506
1641814200000,41632.0,41673.0,41535.0,41558.0,205219
1641815100000,41559.0,41615.0,41437.0,41556.0,301196
1641816000000,41557.0,41605.0,41359.0,41386.0,458551
1641816900000,41377.0,41487.0,41294.0,41444.0,427996
1641817800000,41445.0,41472.0,41233.0,41242.0,393902
1641818700000,41242.0,41300.0,40931.0,40943.0,1273923
1641819600000,40943.0,41059.0,40862.0,40898.0,780232
1641820500000,40898.0,40951.0,40750.0,40866.0,694568
1641821400000,40866.0,41013.0,40821.0,40830.0,505902
1641822300000,40836.0,40871.0,40700.0,40764.0,850772
1641823200000,40764.0,40787.0,40562.0,40718.0,977094
1641824100000,40720.0,40731.0,39701.0,39875.0,4327675
1641825000000,39879.0,40956.0,39612.0,40699.0,2510558
1641825900000,40699.0,41366.0,40423.0,40776.0,2271197
1641826800000,40777.0,40945.0,40559.0,40670.0,976138
1641827700000,40669.0,40900.0,40578.0,40819.0,501569
1641828600000,40828.0,41217.0,40754.0,41003.0,1011863
1641829500000,41003.0,41137.0,40756.0,40979.0,832908
1641830400000,40980.0,41148.0,40850.0,41135.0,565907
1641831300000,41136.0,41900.0,41052.0,41713.0,2077587
1641832200000,41712.0,41970.0,41553.0,41686.0,769483
1641833100000,41687.0,41920.0,41618.0,41899.0,423742
1641834000000,41898.0,42103.0,41653.0,41656.0,942390
1641834900000,41655.0,41723.0,40826.0,41103.0,1413297
1641835800000,41105.0,41109.0,40559.0,40672.0,1211311
1641836700000,40672.0,41490.0,40628.0,41182.0,1451760
1641837600000,41182.0,41309.0,41114.0,41236.0,348353
1641838500000,41236.0,41420.0,41160.0,41294.0,241664
1641839400000,41295.0,41684.0,41270.0,41588.0,542682
1641840300000,41588.0,41727.0,41460.0,41589.0,242359
1641841200000,41589.0,41687.0,41460.0,41565.0,256979
1641842100000,41553.0,41650.0,41400.0,41512.0,172827
1641843000000,41512.0,41627.0,41410.0,41500.0,137592
1641843900000,41501.0,41540.0,41220.0,41274.0,352229
1641844800000,41275.0,41462.0,41146.0,41225.0,351163
1641845700000,41234.0,41416.0,41175.0,41346.0,217065
1641846600000,41342.0,41615.0,41270.0,41447.0,321715
1641847500000,41446.0,41765.0,41394.0,41694.0,343359
1641848400000,41695.0,41970.0,41653.0,41854.0,661085
1641849300000,41854.0,41854.0,41632.0,41740.0,231937
1641850200000,41745.0,41783.0,41648.0,41672.0,140561
1641851100000,41673.0,41704.0,41559.0,41700.0,271929
1641852000000,41700.0,41836.0,41699.0,41814.0,159375
1641852900000,41815.0,41815.0,41512.0,41704.0,250623
1641853800000,41704.0,41734.0,41577.0,41677.0,101776
1641854700000,41677.0,41683.0,41520.0,41588.0,112397
1641855600000,41587.0,41744.0,41506.0,41713.0,194971
1641856500000,41712.0,41795.0,41669.0,41779.0,156995
1641857400000,41779.0,41870.0,41765.0,41838.0,209771
1641858300000,41838.0,41838.0,41731.0,41793.0,152586
1641859200000,41794.0,41850.0,41660.0,41725.0,276515
1641860100000,41726.0,41726.0,41640.0,41656.0,137248
1641861000000,41655.0,41735.0,41611.0,41687.0,171157
1641861900000,41683.0,41743.0,41574.0,41577.0,124293
1641862800000,41576.0,41677.0,41535.0,41611.0,134551
1641863700000,41610.0,41799.0,41562.0,41783.0,133071
1641864600000,41791.0,42051.0,41790.0,41875.0,360355
1641865500000,41874.0,41910.0,41810.0,41899.0,129074
1641866400000,41900.0,41923.0,41800.0,41839.0,63325
1641867300000,41840.0,42193.0,41840.0,42137.0,369626
1641868200000,42137.0,42249.0,42073.0,42159.0,288282
1641869100000,42160.0,42362.0,42150.0,42157.0,454389
1641870000000,42158.0,42181.0,42032.0,42054.0,177230
1641870900000,42054.0,42141.0,42040.0,42116.0,108804
1641871800000,42116.0,42200.0,42101.0,42170.0,97436
1641872700000,42170.0,42239.0,42167.0,42239.0,77714
1641873600000,42239.0,42325.0,42095.0,42120.0,178624
1641874500000,42119.0,42237.0,42105.0,42226.0,157005
1641875400000,42227.0,42320.0,42212.0,42217.0,109602
1641876300000,42218.0,42333.0,42121.0,42274.0,174596
1641877200000,42275.0,42280.0,42162.0,42181.0,131286
1641878100000,42182.0,42182.0,42008.0,42008.0,191837
1641879000000,42009.0,42160.0,42009.0,42097.0,129745
1641879900000,42097.0,42154.0,42071.0,42096.0,76113
1641880800000,42095.0,42200.0,42069.0,42199.0,87343
1641881700000,42200.0,42200.0,42080.0,42081.0,59774
1641882600000,42081.0,42134.0,42027.0,42035.0,78626
