t,o,h,l,c,v
1643066700000,36525.0,36570.0,36475.0,36524.0,131513
1643067000000,36525.0,36645.0,36450.0,36580.0,152096
1643067300000,36581.0,36678.0,36572.0,36630.0,145685
1643067600000,36633.0,36725.0,36613.0,36664.0,92087
1643067900000,36665.0,36750.0,36657.0,36669.0,150669
1643068200000,36670.0,36709.0,36609.0,36679.0,145222
1643068500000,36689.0,36690.0,36618.0,36659.0,72647
1643068800000,36654.0,36659.0,36501.0,36604.0,234753
1643069100000,36588.0,36610.0,36378.0,36386.0,174104
1643069400000,36376.0,36501.0,36367.0,36473.0,241868
1643069700000,36473.0,36640.0,36452.0,36589.0,177774
1643070000000,36588.0,36614.0,36408.0,36408.0,217020
1643070300000,36408.0,36464.0,36237.0,36258.0,190696
1643070600000,36258.0,36340.0,36252.0,36281.0,133477
1643070900000,36280.0,36338.0,36247.0,36298.0,69647
1643071200000,36298.0,36355.0,36267.0,36310.0,58542
1643071500000,36310.0,36347.0,36160.0,36210.0,245571
1643071800000,36210.0,36221.0,36061.0,36075.0,155115
1643072100000,36076.0,36093.0,35995.0,36016.0,174800
1643072400000,36016.0,36148.0,36015.0,36061.0,211831
1643072700000,36061.0,36148.0,36055.0,36088.0,122308
1643073000000,36088.0,36126.0,35934.0,35975.0,102998
1643073300000,35975.0,36054.0,35941.0,36054.0,80122
1643073600000,36053.0,36133.0,36047.0,36071.0,108823
1643073900000,36063.0,36150.0,36063.0,36104.0,61704
1643074200000,36103.0,36155.0,36046.0,36080.0,64483
1643074500000,36079.0,36140.0,36050.0,36061.0,42681
1643074800000,36061.0,36076.0,36017.0,36020.0,60393
1643075100000,36021.0,36125.0,36006.0,36108.0,84352
1643075400000,36109.0,36137.0,36100.0,36107.0,52728
1643075700000,36104.0,36139.0,36062.0,36111.0,59458
1643076000000,36110.0,36138.0,36085.0,36135.0,63271
1643076300000,36126.0,36242.0,36087.0,36180.0,140066
1643076600000,36181.0,36234.0,36169.0,36181.0,73345
1643076900000,36182.0,36225.0,36130.0,36130.0,75195
1643077200000,36130.0,36149.0,36073.0,36093.0,87819
1643077500000,36097.0,36186.0,36097.0,36150.0,69446
1643077800000,36151.0,36212.0,36149.0,36149.0,47045
1643078100000,36146.0,36180.0,36129.0,36140.0,37470
1643078400000,36139.0,36203.0,36138.0,36154.0,59231
1643078700000,36154.0,36271.0,36144.0,36241.0,76917
1643079000000,36241.0,36319.0,36237.0,36311.0,100823
1643079300000,36312.0,36320.0,36264.0,36293.0,106675
1643079600000,36294.0,36300.0,36220.0,36225.0,43869
1643079900000,36226.0,36242.0,36195.0,36207.0,40080
1643080200000,36203.0,36203.0,36157.0,36187.0,41881
1643080500000,36187.0,36238.0,36167.0,36235.0,34195
1643080800000,36229.0,36236.0,36173.0,36210.0,24830
1643081100000,36205.0,36245.0,36200.0,36240.0,17242
1643081400000,36243.0,36419.0,36243.0,36316.0,135031
1643081700000,36316.0,36365.0,36296.0,36343.0,29622
1643082000000,36343.0,36349.0,36290.0,36320.0,120667
1643082300000,36321.0,36325.0,36263.0,36283.0,32917
1643082600000,36284.0,36411.0,36284.0,36382.0,66990
1643082900000,36382.0,36446.0,36372.0,36421.0,74390
1643083200000,36420.0,36472.0,36376.0,36376.0,97472
1643083500000,36376.0,36406.0,36330.0,36406.0,84603
1643083800000,36406.0,36413.0,36335.0,36359.0,36473
1643084100000,36359.0,36389.0,36310.0,36312.0,52670
1643084400000,36312.0,36385.0,36312.0,36339.0,48297
1643084700000,36345.0,36392.0,36329.0,36367.0,23728
1643085000000,36378.0,36379.0,36378.0,36378.0,664
1643087400000,36379.0,36379.0,36379.0,36379.0,1
1643088000000,36379.0,36379.0,35876.0,35901.0,540724
1643088300000,35902.0,35919.0,35824.0,35843.0,111510
1643088600000,35841.0,35937.0,35820.0,35876.0,82478
1643088900000,35875.0,35947.0,35874.0,35911.0,51991
1643089200000,35910.0,36004.0,35909.0,35997.0,84575
1643089500000,36000.0,36039.0,35950.0,35957.0,58126
1643089800000,35957.0,36022.0,35957.0,35999.0,54148
1643090100000,35999.0,36055.0,35988.0,36034.0,61806
1643090400000,36035.0,36100.0,36013.0,36015.0,69219
1643090700000,36015.0,36104.0,36011.0,36057.0,63105
1643091000000,36056.0,36060.0,35971.0,35979.0,51015
1643091300000,35979.0,36018.0,35970.0,35993.0,51262
1643091600000,35994.0,36000.0,35932.0,35973.0,39096
1643091900000,35977.0,35985.0,35937.0,35956.0,50553
1643092200000,35956.0,36088.0,35940.0,36088.0,92954
1643092500000,36087.0,36088.0,35971.0,36023.0,87049
1643092800000,36012.0,36018.0,35902.0,35902.0,74348
1643093100000,35903.0,35948.0,35867.0,35925.0,109313
1643093400000,35925.0,35929.0,35890.0,35900.0,50410
1643093700000,35900.0,35915.0,35829.0,35830.0,49356
1643094000000,35830.0,35915.0,35820.0,35821.0,88375
1643094300000,35820.0,35868.0,35726.0,35749.0,171001
1643094600000,35748.0,35748.0,35684.0,35709.0,134305
1643094900000,35710.0,35750.0,35692.0,35725.0,126922
1643095200000,35725.0,35815.0,35724.0,35806.0,60847
1643095500000,35806.0,35863.0,35790.0,35858.0,81656
1643095800000,35858.0,36012.0,35852.0,36008.0,165984
1643096100000,36000.0,36019.0,35927.0,35986.0,235921
1643096400000,35985.0,36032.0,35966.0,36025.0,65794
1643096700000,36025.0,36035.0,35965.0,35978.0,37275
1643097000000,35968.0,36056.0,35945.0,36023.0,77612
1643097300000,36017.0,36079.0,36000.0,36035.0,133071
1643097600000,36035.0,36293.0,36001.0,36189.0,524361
1643097900000,36180.0,36186.0,36070.0,36109.0,166850
1643098200000,36109.0,36328.0,36088.0,36328.0,137049
1643098500000,36327.0,36526.0,36234.0,36470.0,420380
1643098800000,36471.0,36532.0,36293.0,36322.0,138995
1643099100000,36322.0,36364.0,36136.0,36158.0,120629
1643099400000,36157.0,36210.0,36003.0,36075.0,280090
1643099700000,36071.0,36142.0,36046.0,36112.0,117827
1643100000000,36101.0,36223.0,36100.0,36211.0,114570
1643100300000,36221.0,36270.0,36139.0,36241.0,100131
1643100600000,36235.0,36298.0,36154.0,36167.0,89760
1643100900000,36169.0,36208.0,36047.0,36055.0,165896
1643101200000,36056.0,36119.0,36020.0,36105.0,196040
1643101500000,36106.0,36203.0,36090.0,36180.0,120662
1643101800000,36180.0,36216.0,36089.0,36167.0,93812
1643102100000,36167.0,36241.0,36153.0,36170.0,144222
1643102400000,36165.0,36305.0,36164.0,36300.0,147841
1643102700000,36300.0,36368.0,36269.0,36347.0,86108
1643103000000,36347.0,36358.0,36302.0,36350.0,97893
1643103300000,36350.0,36394.0,36329.0,36368.0,61622
1643103600000,36368.0,36368.0,36250.0,36274.0,113936
1643103900000,36274.0,36366.0,36274.0,36314.0,83928
1643104200000,36302.0,36469.0,36300.0,36450.0,107108
1643104500000,36450.0,36492.0,36364.0,36377.0,142632
1643104800000,36377.0,36404.0,36322.0,36335.0,178252
1643105100000,36339.0,36495.0,36310.0,36476.0,149508
1643105400000,36475.0,36639.0,36454.0,36532.0,281532
1643105700000,36533.0,36828.0,36520.0,36550.0,539561
1643106000000,36550.0,36594.0,36450.0,36450.0,214213
1643106300000,36451.0,36504.0,36434.0,36451.0,181014
1643106600000,36451.0,36486.0,36383.0,36388.0,167208
1643106900000,36388.0,36390.0,36310.0,36359.0,150618
1643107200000,36358.0,36393.0,36284.0,36290.0,134795
1643107500000,36290.0,36370.0,36275.0,36316.0,109216
1643107800000,36315.0,36414.0,36292.0,36370.0,120310
1643108100000,36370.0,36411.0,36356.0,36404.0,57492
1643108400000,36402.0,36518.0,36317.0,36493.0,193186
1643108700000,36493.0,36544.0,36454.0,36544.0,127021
1643109000000,36543.0,36543.0,36485.0,36523.0,107969
1643109300000,36524.0,36577.0,36379.0,36403.0,129832
1643109600000,36404.0,36410.0,36244.0,36270.0,132892
1643109900000,36271.0,36287.0,36207.0,36251.0,190518
1643110200000,36250.0,36320.0,36212.0,36285.0,105054
1643110500000,36285.0,36369.0,36281.0,36287.0,93005
1643110800000,36280.0,36302.0,36235.0,36301.0,141056
1643111100000,36302.0,36412.0,36288.0,36405.0,189613
1643111400000,36405.0,36413.0,36317.0,36317.0,112118
1643111700000,36317.0,36467.0,36267.0,36374.0,207082
1643112000000,36374.0,36430.0,36311.0,36311.0,146938
1643112300000,36311.0,36322.0,36223.0,36245.0,82527
1643112600000,36246.0,36299.0,36229.0,36289.0,90168
1643112900000,36288.0,36390.0,36166.0,36341.0,183821
1643113200000,36342.0,36443.0,36331.0,36343.0,212182
1643113500000,36344.0,36441.0,36344.0,36417.0,133929
1643113800000,36412.0,36500.0,36368.0,36441.0,170205
1643114100000,36449.0,36643.0,36421.0,36581.0,295491
1643114400000,36580.0,36739.0,36547.0,36619.0,308895
1643114700000,36618.0,36625.0,36535.0,36560.0,169243
1643115000000,36560.0,36587.0,36477.0,36490.0,98853
1643115300000,36491.0,36542.0,36478.0,36481.0,99355
1643115600000,36481.0,36544.0,36464.0,36468.0,225481
1643115900000,36476.0,36497.0,36314.0,36316.0,175043
1643116200000,36311.0,36398.0,36310.0,36388.0,273113
1643116500000,36388.0,36524.0,36350.0,36488.0,294558
1643116800000,36488.0,36503.0,36368.0,36423.0,175010
1643117100000,36422.0,36438.0,36240.0,36268.0,220752
1643117400000,36267.0,36350.0,36228.0,36342.0,195440
1643117700000,36342.0,36406.0,36336.0,36376.0,95830
1643118000000,36376.0,36393.0,36316.0,36383.0,92416
1643118300000,36386.0,36420.0,36352.0,36409.0,131359
1643118600000,36409.0,36410.0,36327.0,36334.0,61998
1643118900000,36333.0,36511.0,36329.0,36484.0,132757
1643119200000,36477.0,36500.0,36360.0,36467.0,141348
1643119500000,36474.0,36560.0,36443.0,36559.0,145611
1643119800000,36553.0,36600.0,36485.0,36595.0,136466
1643120100000,36590.0,36698.0,36567.0,36668.0,196762
1643120400000,36668.0,36900.0,36647.0,36767.0,390884
1643120700000,36767.0,36768.0,36539.0,36562.0,241862
1643121000000,36561.0,36643.0,36427.0,36578.0,493508
1643121300000,36571.0,37135.0,36545.0,36917.0,954551
1643121600000,36916.0,37065.0,36700.0,36794.0,618732
1643121900000,36795.0,36803.0,36496.0,36501.0,453702
1643122200000,36501.0,36537.0,36267.0,36311.0,531163
1643122500000,36311.0,36459.0,36225.0,36263.0,511556
1643122800000,36263.0,36409.0,35940.0,36101.0,910142
1643123100000,36100.0,36213.0,36049.0,36212.0,303151
1643123400000,36212.0,36419.0,36127.0,36406.0,324606
1643123700000,36406.0,36507.0,36320.0,36412.0,223691
1643124000000,36412.0,36413.0,36235.0,36329.0,246892
1643124300000,36329.0,36642.0,36300.0,36625.0,259012
1643124600000,36626.0,36626.0,36485.0,36523.0,158579
1643124900000,36522.0,36669.0,36320.0,36439.0,359710
1643125200000,36440.0,36669.0,36406.0,36669.0,207178
1643125500000,36668.0,36742.0,36555.0,36695.0,234812
1643125800000,36694.0,36706.0,36550.0,36591.0,210495
1643126100000,36591.0,36629.0,36454.0,36503.0,161534
1643126400000,36512.0,36653.0,36476.0,36642.0,245278
1643126700000,36642.0,36709.0,36500.0,36587.0,145642
1643127000000,36588.0,36700.0,36533.0,36571.0,130998
1643127300000,36563.0,36809.0,36534.0,36799.0,279217
1643127600000,36799.0,36884.0,36755.0,36788.0,172993
1643127900000,36796.0,36833.0,36692.0,36751.0,169353
1643128200000,36751.0,36800.0,36688.0,36737.0,126642
1643128500000,36737.0,36767.0,36636.0,36661.0,116982
1643128800000,36661.0,36838.0,36619.0,36837.0,119176
1643129100000,36832.0,36944.0,36821.0,36895.0,170689
1643129400000,36887.0,37006.0,36866.0,36997.0,181320
1643129700000,36996.0,37030.0,36772.0,36793.0,188156
1643130000000,36793.0,36960.0,36751.0,36960.0,147766
1643130300000,36962.0,37113.0,36962.0,37030.0,223552
1643130600000,37030.0,37245.0,36952.0,37157.0,268257
1643130900000,37157.0,37237.0,37056.0,37185.0,278642
1643131200000,37185.0,37427.0,37179.0,37329.0,571760
1643131500000,37328.0,37369.0,37230.0,37304.0,202638
1643131800000,37303.0,37303.0,37120.0,37167.0,250918
1643132100000,37168.0,37230.0,37139.0,37148.0,145268
1643132400000,37148.0,37409.0,37137.0,37397.0,188238
1643132700000,37397.0,37428.0,37100.0,37148.0,418996
1643133000000,37149.0,37211.0,37073.0,37158.0,298596
1643133300000,37157.0,37250.0,37021.0,37248.0,251293
1643133600000,37248.0,37248.0,37089.0,37155.0,210439
1643133900000,37164.0,37180.0,37082.0,37138.0,130862
1643134200000,37140.0,37247.0,37138.0,37229.0,119571
1643134500000,37228.0,37316.0,37201.0,37287.0,116144
1643134800000,37287.0,37324.0,37251.0,37316.0,124337
1643135100000,37316.0,37514.0,37289.0,37387.0,430696
1643135400000,37386.0,37450.0,37310.0,37391.0,150459
1643135700000,37391.0,37423.0,37300.0,37332.0,175174
1643136000000,37332.0,37350.0,37221.0,37240.0,125425
1643136300000,37239.0,37318.0,37220.0,37292.0,101745
1643136600000,37292.0,37342.0,37276.0,37312.0,85530
1643136900000,37309.0,37328.0,37228.0,37296.0,96468
1643137200000,37293.0,37295.0,37164.0,37194.0,141899
1643137500000,37193.0,37205.0,37121.0,37159.0,118206
1643137800000,37160.0,37325.0,37160.0,37322.0,101167
1643138100000,37322.0,37372.0,37290.0,37291.0,133605
1643138400000,37290.0,37346.0,37212.0,37222.0,98314
1643138700000,37223.0,37223.0,37111.0,37125.0,103631
1643139000000,37125.0,37152.0,36957.0,36972.0,224643
1643139300000,36973.0,36998.0,36875.0,36980.0,182536
1643139600000,36980.0,37178.0,36980.0,37170.0,213003
1643139900000,37170.0,37230.0,37068.0,37081.0,189978
1643140200000,37081.0,37191.0,37067.0,37115.0,173708
1643140500000,37112.0,37162.0,37030.0,37030.0,68550
1643140800000,37028.0,37042.0,36906.0,36916.0,193364
1643141100000,36916.0,36930.0,36786.0,36811.0,271352
1643141400000,36812.0,36864.0,36787.0,36816.0,148675
1643141700000,36817.0,36885.0,36817.0,36873.0,118089
1643142000000,36874.0,36965.0,36784.0,36795.0,175848
1643142300000,36796.0,36840.0,36737.0,36747.0,131570
1643142600000,36747.0,36747.0,36614.0,36649.0,302851
1643142900000,36653.0,36900.0,36600.0,36856.0,375649
1643143200000,36855.0,37062.0,36844.0,36967.0,383839
1643143500000,36968.0,37054.0,36830.0,36830.0,239402
1643143800000,36830.0,36896.0,36773.0,36798.0,150805
1643144100000,36798.0,36896.0,36764.0,36833.0,117942
1643144400000,36838.0,36870.0,36718.0,36747.0,129482
1643144700000,36748.0,36748.0,36590.0,36617.0,176513
1643145000000,36616.0,36718.0,36580.0,36680.0,129834
1643145300000,36688.0,36696.0,36543.0,36543.0,97118
1643145600000,36553.0,36638.0,36528.0,36585.0,159487
1643145900000,36585.0,36586.0,36477.0,36518.0,136465
1643146200000,36518.0,36576.0,36495.0,36495.0,119039
1643146500000,36495.0,36568.0,36407.0,36533.0,190680
1643146800000,36531.0,36569.0,36500.0,36500.0,64950
1643147100000,36500.0,36600.0,36498.0,36508.0,104892
1643147400000,36509.0,36620.0,36425.0,36615.0,99315
1643147700000,36615.0,36615.0,36521.0,36538.0,117319
1643148000000,36539.0,36644.0,36538.0,36582.0,90851
1643148300000,36586.0,36636.0,36557.0,36603.0,106948
1643148600000,36603.0,36616.0,36570.0,36595.0,104111
1643148900000,36596.0,36617.0,36443.0,36467.0,154776
1643149200000,36467.0,36515.0,36407.0,36498.0,93635
1643149500000,36497.0,36600.0,36475.0,36572.0,104768
1643149800000,36571.0,36634.0,36513.0,36634.0,59937
1643150100000,36635.0,36762.0,36578.0,36578.0,179030
1643150400000,36579.0,36650.0,36578.0,36594.0,74997
1643150700000,36594.0,36667.0,36587.0,36663.0,25965
1643151000000,36668.0,36688.0,36641.0,36679.0,29009
1643151300000,36679.0,36757.0,36660.0,36755.0,44054
1643151600000,36755.0,36782.0,36684.0,36778.0,76650
1643151900000,36777.0,36832.0,36744.0,36761.0,121374
1643152200000,36760.0,36777.0,36694.0,36746.0,196578
1643152500000,36745.0,36962.0,36745.0,36919.0,255471
1643152800000,36913.0,36951.0,36870.0,36933.0,149429
1643153100000,36932.0,36944.0,36852.0,36920.0,197221
1643153400000,36920.0,36920.0,36833.0,36881.0,86079
1643153700000,36882.0,36961.0,36866.0,36948.0,84931
1643154000000,36948.0,36948.0,36864.0,36904.0,176624
1643154300000,36903.0,37019.0,36903.0,36958.0,91422
1643154600000,36960.0,36986.0,36909.0,36918.0,51863
1643154900000,36919.0,36939.0,36850.0,36929.0,78467
1643155200000,36928.0,36966.0,36810.0,36819.0,98699
1643155500000,36819.0,36880.0,36777.0,36840.0,71603
1643155800000,36839.0,36941.0,36762.0,36794.0,87127
1643156100000,36794.0,36835.0,36728.0,36730.0,95293
1643156400000,36730.0,36804.0,36713.0,36801.0,45386
1643156700000,36817.0,36875.0,36748.0,36826.0,84217
1643157000000,36828.0,36850.0,36769.0,36850.0,49886
1643157300000,36849.0,36879.0,36827.0,36875.0,25726
1643157600000,36876.0,36880.0,36793.0,36793.0,27365
1643157900000,36793.0,36826.0,36652.0,36672.0,103612
1643158200000,36664.0,36710.0,36555.0,36584.0,121429
1643158500000,36580.0,36625.0,36539.0,36601.0,226919
1643158800000,36602.0,36675.0,36602.0,36675.0,74311
1643159100000,36674.0,36709.0,36580.0,36588.0,91312
1643159400000,36587.0,36629.0,36541.0,36559.0,117903
1643159700000,36566.0,36660.0,36561.0,36600.0,78314
1643160000000,36616.0,36706.0,36602.0,36697.0,77466
1643160300000,36702.0,36722.0,36665.0,36705.0,95548
1643160600000,36701.0,36702.0,36631.0,36645.0,40147
1643160900000,36641.0,36665.0,36571.0,36627.0,32182
1643161200000,36637.0,36702.0,36637.0,36678.0,18671
1643161500000,36678.0,36762.0,36678.0,36762.0,42528
1643161800000,36762.0,36859.0,36760.0,36835.0,90172
1643162100000,36834.0,36900.0,36830.0,36832.0,55087
1643162400000,36832.0,36919.0,36818.0,36885.0,90951
1643162700000,36885.0,36904.0,36861.0,36892.0,39648
1643163000000,36892.0,37023.0,36892.0,36995.0,131335
1643163300000,36999.0,37000.0,36916.0,36946.0,42001
1643163600000,36949.0,36952.0,36877.0,36886.0,56929
1643163900000,36886.0,36906.0,36871.0,36881.0,36738
1643164200000,36881.0,36920.0,36863.0,36920.0,29528
1643164500000,36920.0,36946.0,36893.0,36893.0,46628
1643164800000,36894.0,36894.0,36816.0,36851.0,46639
1643165100000,36855.0,36880.0,36781.0,36793.0,48473
1643165400000,36794.0,36839.0,36770.0,36814.0,36606
1643165700000,36814.0,36853.0,36800.0,36809.0,60734
1643166000000,36807.0,36861.0,36781.0,36826.0,31797
1643166300000,36827.0,37040.0,36822.0,36993.0,205486
1643166600000,36993.0,37015.0,36980.0,37002.0,50487
1643166900000,37002.0,37016.0,36960.0,37016.0,61700
1643167200000,37021.0,37202.0,37021.0,37108.0,207986
1643167500000,37107.0,37172.0,37088.0,37144.0,77798
1643167800000,37144.0,37376.0,37143.0,37268.0,192633
1643168100000,37267.0,37348.0,37238.0,37320.0,134992
1643168400000,37318.0,37420.0,37318.0,37369.0,139901
1643168700000,37369.0,37450.0,37369.0,37444.0,88316
1643169000000,37444.0,37493.0,37372.0,37428.0,223048
1643169300000,37428.0,37429.0,37325.0,37374.0,161581
1643169600000,37373.0,37419.0,37282.0,37282.0,174826
1643169900000,37280.0,37320.0,37259.0,37314.0,66968
1643170200000,37314.0,37318.0,37299.0,37299.0,25263
1643170500000,37299.0,37317.0,37226.0,37243.0,117954
1643170800000,37242.0,37253.0,37202.0,37249.0,130675
1643171100000,37249.0,37319.0,37231.0,37294.0,58398
1643171400000,37297.0,37297.0,37250.0,37270.0,19892
1643171700000,37268.0,37344.0,37267.0,37336.0,45277
1643172000000,37337.0,37344.0,37314.0,37319.0,47939
1643172300000,37320.0,37894.0,37320.0,37786.0,743077
1643172600000,37779.0,37800.0,37600.0,37769.0,278537
1643172900000,37764.0,37777.0,37709.0,37758.0,103508
1643173200000,37758.0,37854.0,37724.0,37728.0,201803
1643173500000,37727.0,37728.0,37612.0,37650.0,137391
1643173800000,37650.0,37650.0,37573.0,37573.0,62568
1643174100000,37574.0,37650.0,37571.0,37624.0,71051
1643174400000,37624.0,37703.0,37617.0,37645.0,121503
1643174700000,37646.0,37700.0,37604.0,37669.0,49236
1643175000000,37669.0,37690.0,37620.0,37641.0,47883
1643175300000,37641.0,37673.0,37628.0,37659.0,22588
1643175600000,37659.0,37833.0,37651.0,37827.0,125779
1643175900000,37830.0,37950.0,37742.0,37777.0,254165
1643176200000,37777.0,37777.0,37568.0,37577.0,166652
1643176500000,37578.0,37650.0,37566.0,37571.0,93009
1643176800000,37571.0,37621.0,37559.0,37588.0,54719
1643177100000,37589.0,37642.0,37574.0,37589.0,49834
1643177400000,37586.0,37630.0,37579.0,37586.0,45439
1643177700000,37586.0,37774.0,37586.0,37704.0,119477
1643178000000,37703.0,37750.0,37616.0,37633.0,49571
1643178300000,37633.0,37633.0,37425.0,37441.0,210713
1643178600000,37441.0,37485.0,37300.0,37354.0,282218
1643178900000,37353.0,37437.0,37323.0,37371.0,146676
1643179200000,37370.0,37430.0,37370.0,37428.0,32858
1643179500000,37428.0,37429.0,37252.0,37292.0,100643
1643179800000,37291.0,37347.0,37182.0,37282.0,221905
1643180100000,37282.0,37314.0,37222.0,37270.0,48992
1643180400000,37270.0,37300.0,37160.0,37189.0,112425
1643180700000,37193.0,37217.0,37151.0,37199.0,63602
1643181000000,37199.0,37200.0,37124.0,37153.0,92329
1643181300000,37152.0,37226.0,37125.0,37216.0,72007
1643181600000,37212.0,37262.0,37175.0,37176.0,45877
1643181900000,37175.0,37186.0,37129.0,37183.0,51452
1643182200000,37182.0,37263.0,37170.0,37261.0,77294
1643182500000,37261.0,37319.0,37247.0,37314.0,84908
1643182800000,37314.0,37357.0,37294.0,37318.0,48505
1643183100000,37318.0,37319.0,37276.0,37285.0,38242
1643183400000,37286.0,37310.0,37227.0,37300.0,92150
1643183700000,37300.0,37323.0,37262.0,37317.0,27559
1643184000000,37316.0,37370.0,37311.0,37367.0,61596
1643184300000,37367.0,37504.0,37366.0,37479.0,98098
1643184600000,37480.0,37492.0,37422.0,37465.0,86013
1643184900000,37466.0,37484.0,37425.0,37461.0,33023
1643185200000,37457.0,37550.0,37452.0,37517.0,56966
1643185500000,37517.0,37574.0,37469.0,37499.0,63811
1643185800000,37498.0,37633.0,37497.0,37599.0,55277
1643186100000,37600.0,37650.0,37574.0,37618.0,58357
1643186400000,37615.0,37615.0,37543.0,37566.0,59561
1643186700000,37575.0,37597.0,37480.0,37489.0,64247
1643187000000,37490.0,37595.0,37489.0,37546.0,29468
1643187300000,37563.0,37627.0,37553.0,37566.0,53282
1643187600000,37566.0,37699.0,37555.0,37644.0,64141
1643187900000,37641.0,37697.0,37626.0,37690.0,52595
1643188200000,37692.0,37716.0,37655.0,37672.0,42361
1643188500000,37672.0,37755.0,37659.0,37723.0,60508
1643188800000,37722.0,37950.0,37713.0,37869.0,226993
1643189100000,37869.0,37869.0,37723.0,37742.0,78189
1643189400000,37742.0,37812.0,37633.0,37668.0,87233
1643189700000,37669.0,37770.0,37669.0,37705.0,56923
1643190000000,37701.0,37800.0,37701.0,37775.0,42652
1643190300000,37782.0,37824.0,37757.0,37807.0,31448
1643190600000,37807.0,37868.0,37652.0,37664.0,127107
1643190900000,37661.0,37694.0,37523.0,37622.0,170727
1643191200000,37620.0,37674.0,37529.0,37674.0,114413
1643191500000,37675.0,37744.0,37600.0,37601.0,70818
1643191800000,37601.0,37684.0,37562.0,37665.0,33965
1643192100000,37659.0,37703.0,37587.0,37587.0,34245
1643192400000,37587.0,37704.0,37587.0,37693.0,66025
1643192700000,37696.0,37713.0,37655.0,37694.0,26749
1643193000000,37693.0,37780.0,37693.0,37780.0,41374
1643193300000,37781.0,37781.0,37708.0,37717.0,33293
1643193600000,37718.0,37825.0,37718.0,37793.0,65990
1643193900000,37793.0,37845.0,37756.0,37784.0,48596
1643194200000,37783.0,37856.0,37774.0,37855.0,55629
1643194500000,37857.0,38156.0,37848.0,37919.0,492771
1643194800000,37914.0,38253.0,37833.0,37903.0,698738
1643195100000,37892.0,37896.0,37768.0,37839.0,211928
1643195400000,37840.0,37841.0,37763.0,37810.0,105498
1643195700000,37809.0,37878.0,37752.0,37796.0,80839
