t,o,h,l,c,v
1642689720000,42688.0,42750.0,42681.0,42749.0,38369
1642689780000,42749.0,42767.0,42728.0,42736.0,33638
1642689840000,42742.0,42743.0,42700.0,42704.0,18985
1642689900000,42704.0,42730.0,42704.0,42721.0,16942
1642689960000,42722.0,42750.0,42721.0,42748.0,7446
1642690020000,42748.0,42757.0,42739.0,42749.0,7874
1642690080000,42750.0,42775.0,42737.0,42748.0,23803
1642690140000,42749.0,42805.0,42748.0,42775.0,76301
1642690200000,42776.0,42824.0,42776.0,42794.0,61135
1642690260000,42796.0,42823.0,42780.0,42822.0,26716
1642690320000,42823.0,42823.0,42812.0,42815.0,20862
1642690380000,42816.0,42877.0,42808.0,42877.0,50311
1642690440000,42878.0,42923.0,42850.0,42911.0,105928
1642690500000,42911.0,42975.0,42900.0,42900.0,95801
1642690560000,42900.0,42942.0,42865.0,42932.0,62432
1642690620000,42936.0,43050.0,42936.0,43016.0,169279
1642690680000,43017.0,43029.0,42953.0,42970.0,29068
1642690740000,42970.0,42970.0,42923.0,42935.0,47342
1642690800000,42935.0,43000.0,42911.0,43000.0,55965
1642690860000,42997.0,43027.0,42981.0,43006.0,54751
1642690920000,43012.0,43018.0,42968.0,42994.0,66979
1642690980000,42994.0,43077.0,42994.0,43036.0,78170
1642691040000,43037.0,43125.0,43037.0,43118.0,113862
1642691100000,43118.0,43147.0,43089.0,43147.0,54966
1642691160000,43139.0,43210.0,43138.0,43201.0,111922
1642691220000,43206.0,43318.0,43205.0,43293.0,158927
1642691280000,43293.0,43336.0,43247.0,43327.0,127716
1642691340000,43328.0,43365.0,43308.0,43321.0,108323
1642691400000,43317.0,43399.0,43296.0,43364.0,94188
1642691460000,43364.0,43428.0,43192.0,43195.0,133909
1642691520000,43195.0,43249.0,43154.0,43197.0,95433
1642691580000,43196.0,43196.0,43152.0,43171.0,78852
1642691640000,43170.0,43177.0,43136.0,43136.0,63630
1642691700000,43134.0,43175.0,43118.0,43123.0,29942
1642691760000,43123.0,43124.0,43067.0,43090.0,84349
1642691820000,43094.0,43105.0,43055.0,43058.0,32698
1642691880000,43057.0,43072.0,43034.0,43037.0,88499
1642691940000,43037.0,43085.0,43037.0,43054.0,33765
1642692000000,43055.0,43133.0,43054.0,43116.0,45666
1642692060000,43116.0,43140.0,43100.0,43135.0,47159
1642692120000,43140.0,43167.0,43139.0,43140.0,35144
1642692180000,43140.0,43146.0,43115.0,43126.0,18082
1642692240000,43126.0,43168.0,43126.0,43165.0,17797
1642692300000,43164.0,43180.0,43146.0,43180.0,35395
1642692360000,43190.0,43198.0,43160.0,43162.0,11771
1642692420000,43162.0,43243.0,43162.0,43236.0,29375
1642692480000,43236.0,43237.0,43200.0,43210.0,42990
1642692540000,43211.0,43277.0,43204.0,43254.0,52412
1642692600000,43254.0,43270.0,43241.0,43269.0,27679
1642692660000,43265.0,43323.0,43257.0,43298.0,34985
1642692720000,43298.0,43369.0,43275.0,43362.0,42570
1642692780000,43361.0,43362.0,43319.0,43319.0,56234
1642692840000,43319.0,43319.0,43198.0,43198.0,37353
1642692900000,43198.0,43198.0,43123.0,43154.0,35108
1642692960000,43154.0,43154.0,43126.0,43140.0,26035
1642693020000,43141.0,43221.0,43140.0,43168.0,19751
1642693080000,43167.0,43168.0,43145.0,43160.0,10897
1642693140000,43160.0,43166.0,43139.0,43145.0,10897
1642693200000,43145.0,43161.0,43144.0,43159.0,15478
1642693260000,43159.0,43160.0,43141.0,43148.0,12914
1642693320000,43148.0,43149.0,43147.0,43147.0,21735
1642693380000,43147.0,43173.0,43142.0,43143.0,32728
1642693440000,43143.0,43164.0,43143.0,43146.0,5755
1642693500000,43145.0,43146.0,43080.0,43080.0,40240
1642693560000,43080.0,43119.0,43080.0,43106.0,21171
1642693620000,43106.0,43119.0,43106.0,43119.0,12550
1642693680000,43119.0,43157.0,43118.0,43147.0,17497
1642693740000,43148.0,43153.0,43145.0,43145.0,3672
1642693800000,43145.0,43160.0,43140.0,43159.0,8158
1642693860000,43160.0,43185.0,43159.0,43173.0,11406
1642693920000,43172.0,43194.0,43165.0,43194.0,4555
1642693980000,43199.0,43208.0,43184.0,43205.0,13885
1642694040000,43204.0,43250.0,43204.0,43248.0,13109
1642694100000,43249.0,43249.0,43220.0,43234.0,12324
1642694160000,43237.0,43243.0,43220.0,43225.0,17208
1642694220000,43226.0,43250.0,43212.0,43237.0,13520
1642694280000,43237.0,43237.0,43212.0,43229.0,18023
1642694340000,43229.0,43291.0,43229.0,43241.0,32602
1642694400000,43242.0,43299.0,43242.0,43297.0,33174
1642694460000,43296.0,43331.0,43280.0,43280.0,28510
1642694520000,43280.0,43400.0,43280.0,43371.0,119943
1642694580000,43375.0,43432.0,43364.0,43421.0,88810
1642694640000,43421.0,43421.0,43348.0,43362.0,32671
1642694700000,43361.0,43399.0,43343.0,43399.0,51256
1642694760000,43399.0,43416.0,43307.0,43315.0,43828
1642694820000,43317.0,43317.0,43259.0,43277.0,37280
1642694880000,43278.0,43278.0,43252.0,43260.0,35974
1642694940000,43257.0,43258.0,43219.0,43226.0,23115
1642695000000,43226.0,43226.0,43154.0,43155.0,38679
1642695060000,43155.0,43183.0,43134.0,43140.0,30565
1642695120000,43141.0,43170.0,43141.0,43151.0,31617
1642695180000,43151.0,43151.0,43116.0,43133.0,16441
1642695240000,43134.0,43169.0,43134.0,43166.0,21584
1642695300000,43166.0,43172.0,43125.0,43125.0,26006
1642695360000,43126.0,43126.0,43087.0,43116.0,40118
1642695420000,43117.0,43130.0,43104.0,43129.0,12543
1642695480000,43130.0,43170.0,43130.0,43155.0,24554
1642695540000,43155.0,43167.0,43132.0,43143.0,17334
1642695600000,43142.0,43143.0,43110.0,43134.0,16362
1642695660000,43134.0,43180.0,43134.0,43159.0,11632
1642695720000,43159.0,43159.0,43125.0,43151.0,14989
1642695780000,43151.0,43152.0,43120.0,43120.0,6899
1642695840000,43120.0,43120.0,43102.0,43119.0,11683
1642695900000,43119.0,43146.0,43119.0,43146.0,4758
1642695960000,43146.0,43179.0,43146.0,43179.0,10982
1642696020000,43178.0,43180.0,43164.0,43164.0,34249
1642696080000,43161.0,43168.0,43161.0,43166.0,10445
1642696140000,43167.0,43222.0,43167.0,43221.0,35670
1642696200000,43222.0,43324.0,43221.0,43323.0,52070
1642696260000,43324.0,43325.0,43295.0,43311.0,31045
1642696320000,43310.0,43311.0,43241.0,43246.0,13386
1642696380000,43247.0,43281.0,43219.0,43220.0,26526
1642696440000,43221.0,43242.0,43221.0,43221.0,10291
1642696500000,43221.0,43221.0,43208.0,43209.0,6259
1642696560000,43207.0,43240.0,43193.0,43193.0,6305
1642696620000,43193.0,43210.0,43187.0,43209.0,15908
1642696680000,43222.0,43226.0,43197.0,43205.0,10441
1642696740000,43204.0,43241.0,43204.0,43233.0,18623
1642696800000,43234.0,43264.0,43233.0,43259.0,3840
1642696860000,43259.0,43259.0,43233.0,43234.0,5440
1642696920000,43233.0,43234.0,43156.0,43165.0,20443
1642696980000,43167.0,43171.0,43131.0,43131.0,13890
1642697040000,43132.0,43152.0,43131.0,43149.0,13454
1642697100000,43148.0,43187.0,43148.0,43185.0,18713
1642697160000,43171.0,43205.0,43171.0,43203.0,6171
1642697220000,43204.0,43204.0,43185.0,43186.0,8774
1642697280000,43185.0,43192.0,43180.0,43181.0,3438
1642697340000,43181.0,43181.0,43134.0,43140.0,9956
1642697400000,43140.0,43185.0,43131.0,43185.0,8926
1642697460000,43185.0,43228.0,43185.0,43222.0,10770
1642697520000,43222.0,43223.0,43222.0,43222.0,3921
1642697580000,43223.0,43234.0,43222.0,43228.0,2593
1642697640000,43228.0,43229.0,43209.0,43209.0,9659
1642697700000,43207.0,43217.0,43196.0,43217.0,22832
1642697760000,43217.0,43255.0,43216.0,43245.0,14129
1642697820000,43250.0,43290.0,43249.0,43275.0,12399
1642697880000,43276.0,43281.0,43222.0,43248.0,10917
1642697940000,43248.0,43249.0,43202.0,43217.0,5372
1642698000000,43218.0,43245.0,43218.0,43241.0,5694
1642698060000,43240.0,43241.0,43231.0,43231.0,3792
1642698120000,43231.0,43235.0,43221.0,43234.0,932
1642698180000,43235.0,43235.0,43191.0,43191.0,8086
1642698240000,43191.0,43191.0,43170.0,43171.0,2780
1642698300000,43170.0,43171.0,43160.0,43160.0,7794
1642698360000,43160.0,43161.0,43140.0,43141.0,13701
