1641354298500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5132.72,5132.72,0.11063327154373412,-1,46394.0,56394.0,-1,USDT,False,46287.0,0.11063327154373412,0.14080958744665256,JesusShort
1641363298500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32733.440000000002,32733.440000000002,0.7056445632491162,-1,46388.0,36388.0,-1,USDT,False,46771.0,0.8162778347928503,1.0419384323531946,JesusLong
1641379498500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44196.24,44196.24,0.9464268277014004,-1,46698.0,56698.0,-1,USDT,False,46200.0,1.7627046624942508,1.2162456636258514,JesusShort
1641392998500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23667.64,-23667.64,-0.5101114296182943,-1,46397.0,56397.0,-1,USDT,False,46578.0,1.2525932328759566,0.015784641248356573,JesusShort
1641408298500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-51823.83999999999,-51823.83999999999,-1.1258220368439344,-1,46032.0,36032.0,-1,USDT,False,45569.0,0.12677119603202214,-0.16344803614876607,JesusLong
1641423598500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-27813.160000000003,-27813.160000000003,-0.6402218999608683,-1,43443.0,33443.0,-1,USDT,False,43217.0,-0.5134507039288462,0.40252376677485446,JesusLong
1641437998500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-51291.8,-51291.8,-1.1855264070264648,-1,43265.0,33265.0,-1,USDT,False,42804.0,-1.698977110955311,-0.16391540506182828,JesusLong
1641443398500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16761.84,16761.84,0.39146713998785554,-1,42818.0,32818.0,-1,USDT,False,43037.0,-1.3075099709674554,0.646032976785464,JesusLong
1641464998500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-24039.119999999995,-24039.119999999995,-0.5613206930369401,-1,42826.0,32826.0,-1,USDT,False,42637.0,-1.8688306640043955,0.12284313267641153,JesusLong
1641475798500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15841.44,15841.44,0.36850842095468506,-1,42988.0,52988.0,-1,USDT,False,42778.0,-1.5003222430497103,0.466210105145622,JesusShort
1641483898500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34852.36,34852.36,0.8124661398232976,-1,42897.0,32897.0,-1,USDT,False,43297.0,-0.6878561032264127,1.110855304566753,JesusLong
1641518098500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23653.039999999997,-23653.039999999997,-0.5508136556285221,-1,42942.0,32942.0,-1,USDT,False,42757.0,-1.2386697588549347,-0.005892599320013042,JesusLong
1641541498500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63323.48,63323.48,1.5269340020737383,-1,41471.0,31471.0,-1,USDT,False,42154.0,0.2882642432188036,1.5269340020737383,JesusLong
1641545998500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-43348.63999999999,-43348.63999999999,-1.0303441718957975,-1,42072.0,52072.0,-1,USDT,False,42455.0,-0.7420799286769939,-0.16753755466818787,JesusShort
1641561298500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75533.59999999999,75533.59999999999,1.789047844623401,-1,42220.0,52220.0,-1,USDT,False,41414.0,1.0469679159464071,1.789047844623401,JesusShort
1641564898500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-52106.520000000004,-52106.520000000004,-1.2489278780470268,-1,41721.0,31721.0,-1,USDT,False,41250.0,-0.20195996210061962,0.4264873804558855,JesusLong
1641573898500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-25407.36,-25407.36,-0.6088803680981595,-1,41728.0,31728.0,-1,USDT,False,41524.0,-0.8108403301987791,0.8409854294478528,JesusLong
1641590998500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23979.199999999997,23979.199999999997,0.5731166347992351,-1,41840.0,51840.0,-1,USDT,False,41550.0,-0.23772369539954397,0.757151051625239,JesusShort
1641599098500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35311.479999999996,35311.479999999996,0.8494258016405667,-1,41571.0,31571.0,-1,USDT,False,41974.0,0.6117021062410227,1.2992586177864376,JesusLong
1641606298500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15660.6,15660.6,0.3729158233122991,-1,41995.0,51995.0,-1,USDT,False,41788.0,0.9846179295533218,0.5062650315513751,JesusShort
1641626098500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-22828.84,-22828.84,-0.5447500417591333,-1,41907.0,31907.0,-1,USDT,False,41729.0,0.4398678877941885,0.40019948934545546,JesusLong
1641656698500.0,XBTUSDTM,False,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-55201.35999999999,-55201.35999999999,-1.3244723835116847,-1,41678.0,31678.0,-1,USDT,False,41176.0,-0.8846044957174962,-0.09360717884735352,JesusLong
